"","total_iterations","total_duration","evaluate_duration","copy_duration","match_duration","mutate_duration","final_hypervolume"
"1",544,4570.327793,92.984163,30.362442,27.760769,790.448197,0.378848874071868
"2",563,4704.508684,91.005255,30.9884,28.789847,831.189941,0.410919047236874
"3",653,5384.623327,105.470823,35.591897,32.845557,900.260365,0.435748033987691
"4",461,3827.795111,75.75581,24.903481,22.919582,656.381248,0.382331763254519
"5",499,4095.456883,81.533294,27.286321,24.833493,704.14011,0.395494416467399
"6",424,3386.226305,66.224663,23.21841,20.348566,597.88184,0.384287545490219
"7",481,3938.343673,77.805033,31.087784,25.931005,685.098173,0.399162419814904
"8",450,3697.950907,72.101361,28.974095,23.522387,660.078865,0.386472357250562
"9",413,3359.481784,67.961503,27.409659,21.881403,553.787282,0.375795960754918
"10",521,4241.248116,85.398936,33.271774,26.822113,713.942872,0.38910996896812
"11",608,4971.315028,100.238405,38.527264,31.667861,829.968069,0.423439594447736
"12",532,4290.513892,86.652774,34.474585,28.116476,710.010708,0.394256081611761
"13",571,4658.763496,93.326506,36.092284,30.291597,798.952245,0.407946768152601
"14",647,5327.453811,107.317021,40.816927,34.543381,879.85792,0.442120980458957
"15",528,4298.47736,87.679494,33.512467,28.226179,710.340161,0.398815268561038
"16",397,3266.511396,65.125368,28.12372,22.319872,557.069841,0.347333948946977
"17",444,3677.697676,73.897103,28.453775,24.433934,601.768184,0.372032072037882
"18",581,4805.037897,97.722009,34.703853,30.953203,802.874144,0.408019196968104
"19",573,4634.180986,94.688819,34.000239,29.66829,765.23639,0.392504652584822
"20",427,3461.169117,70.491474,24.946556,22.021319,595.707067,0.36550790913069
"21",535,4318.781884,91.123226,33.171793,27.718232,717.101911,0.388718361069698
"22",664,5362.609895,111.206012,39.473721,34.488085,911.546565,0.41894107907241
"23",584,4633.51293,95.461263,34.700065,29.883815,760.16571,0.3809733609033
"24",552,4418.059887,90.202889,33.299782,29.087586,749.689899,0.407403409200521
"25",666,5372.754826,111.400968,39.930935,35.013637,896.934106,0.412910252373191
"26",438,3494.374916,72.585144,26.507897,22.988094,600.558021,0.394705468539653
"27",423,3387.759798,69.315612,25.093837,23.639558,584.771904,0.371058796811272
"28",467,3758.11891,77.748734,28.491291,24.679056,608.100326,0.365094878018315
"29",564,4447.727576,93.000927,33.133927,28.63825,719.432562,0.396504121050415
"30",591,4793.90721,99.935493,36.086516,31.774123,819.938425,0.42420747533817
"31",490,3924.333919,82.341126,29.386347,25.793953,657.199248,0.392122587794415
"32",312,2474.9575,51.423401,19.646627,16.406903,410.883741,0.322056977195663
"33",430,3386.417918,70.647018,25.368265,21.858223,533.519664,0.368957891050176
"34",488,3860.751089,82.028984,29.820791,26.180774,628.813412,0.381184942015936
"35",458,3674.823826,76.313402,27.785585,24.289626,609.052887,0.38092122625124
"36",454,3633.253984,75.907376,28.354246,23.888079,613.594255,0.388439953474768
"37",412,3280.512502,68.040315,24.931506,21.722533,538.865516,0.367608512075158
"38",634,5195.642205,107.445133,41.292017,35.146723,818.921433,0.402304818312012
"39",505,3989.662501,84.066844,31.972116,26.688748,598.749466,0.406789668134215
"40",561,4532.734298,93.636034,36.032088,29.631723,713.99001,0.392231809228914
"41",517,4212.8555,85.932282,34.67802,28.544932,683.674895,0.393341099076398
"42",373,3008.720789,62.515442,25.33288,20.350689,504.822171,0.348637585579625
"43",465,3782.094807,78.896826,30.61591,27.037192,620.030183,0.378150356732023
"44",410,3239.749581,68.259434,27.762583,22.320819,503.355788,0.367829370379368
"45",616,5135.053108,103.964772,40.196229,33.051256,819.437929,0.400973613728066
"46",604,5101.758507,102.271021,39.11688,33.596521,845.83179,0.402980610032649
"47",501,4197.419981,84.854566,32.642062,27.632376,678.365343,0.387820085363942
"48",583,4911.543312,102.013444,38.994668,31.968968,826.808506,0.385387118630719
"49",493,4120.522223,83.793282,33.420533,26.895902,665.403717,0.365911916195243
"50",517,4391.491492,88.346781,34.572561,30.693871,732.316407,0.390894549121385
