"","problem","instance","representation","mean","median","sd","var","min","max","skewness","kurtosis","mad"
"1","CRA","A","IntArray",0.690780477212489,0.750716197412634,0.157329941922246,0.0247527106252572,0.329955555555556,0.889538032608696,-0.923779700319312,-0.405308537748102,0.108525076113878
"2","CRA","A","Model",1.15829520669538,1.16462444520548,0.099040257836668,0.00980897267235368,0.872205,1.31791875,-0.765335910245514,0.0961166211762188,0.103873552636062
"3","CRA","B","IntArray",0.870778135409126,0.876079397454031,0.0770222163507707,0.00593242181158492,0.738751677852349,1.0810255952381,0.361717330303138,-0.289590875622763,0.0859257052600672
"4","CRA","B","Model",3.05393957405612,3.13006984126984,0.366969841465427,0.134666864545161,2.21074593301435,3.5274797752809,-0.455169263448051,-1.02916812601131,0.408487915417813
"5","CRA","C","IntArray",3.09281595385733,3.09933027786456,0.130494744978853,0.0170288784670958,2.84042307692308,3.49607688679245,0.566420740058342,0.669124656330006,0.122982980468789
"6","CRA","C","Model",10.1974968744642,10.4900880271289,0.994581327178257,0.989192016371662,7.08144329004329,11.8509988235294,-1.20136447306965,1.33174920490894,0.579523656185684
"7","CRA","D","IntArray",31.7156879571961,32.7100008711981,2.40494897410672,5.78377956805698,25.4152057471264,35.6884242718447,-0.901710235032339,0.0757904604682236,1.69356601115212
"8","CRA","D","Model",49.1235777590544,48.320084713013,2.90776468624921,8.45509547059796,43.6812776442308,57.0738939542169,0.889706738479713,0.740932078345114,1.871070201754
"9","CRA","E","IntArray",155.511875132268,157.176474179305,10.4078179074698,108.322673595049,120.712356883357,174.507952857143,-0.938478685742924,0.974979218791997,7.70442245356628
"10","CRA","E","Model",144.699317841158,153.153915761074,21.4134217484023,458.534630974947,82.1823157614484,170.609649086103,-1.50112491390008,1.34329964899716,11.4553604479969
"11","Knapsack","A","IntArray",2.5110187550342,2.50932311524403,0.205014815554533,0.0420310745968591,2.16803309352518,2.95698228438228,0.287600112467519,-1.02224722206297,0.263219370356685
"12","Knapsack","A","Model",130.231491783104,133.913310334461,8.75595211364465,76.6666974164382,105.19769,142.130416535433,-1.51408571712123,0.976353346392665,1.20409273197554
"13","Knapsack","B","IntArray",5.79529329712153,5.78266509344314,0.295502046253267,0.0873214593398677,5.30990770519263,6.459949500998,0.218705063458411,-0.647172301829498,0.31264994647812
"14","Knapsack","B","Model",367.184154516062,370.276806782348,9.51627920192769,90.5595698490415,335.450764770241,381.970665447917,-1.28514541230478,1.0849532144381,4.89990480275132
"15","Knapsack","C","IntArray",10.4740284436904,10.4893390924372,0.259160952317536,0.0671643992061321,9.88659147727273,10.9389432806324,-0.0957600649162889,-0.712133582295984,0.283422058673774
"16","Knapsack","C","Model",705.312320667013,712.531823243268,18.9699593208529,359.859356634813,658.377261601449,729.68887147708,-1.082085722531,-0.191612126941961,9.0249691218724
"17","Knapsack","D","IntArray",8.13393293770638,8.12252767059113,0.160421649239198,0.0257351055446242,7.87539050697674,8.49418083558994,0.351036325463773,-0.763216984143626,0.168513944770773
"18","Knapsack","D","Model",177.730020996043,186.722991374959,18.778063354788,352.615663356431,116.956624334071,191.908902029155,-1.81342399131403,2.12383963212439,2.34131356974798
"19","Knapsack","E","IntArray",15.159729153906,15.0259344668387,0.409992963300928,0.168094229956276,14.6080575868373,16.1767295938104,1.15559339825684,-0.00806489202892147,0.171425332309811
"20","Knapsack","E","Model",462.653900866174,470.521617903374,18.8754351077179,356.282050505668,412.462455875831,485.958659465021,-1.51547550489933,1.0089524490761,5.92053542286812
"21","Knapsack","F","IntArray",24.1241709017519,24.0666166779125,0.759569465727546,0.576945773265629,22.4194580738975,27.5419608599168,1.38910868159846,6.43435934616291,0.457773039962564
"22","Knapsack","F","Model",873.366330265774,886.381978236121,35.406490558212,1253.61957364876,801.347905922043,912.787936888331,-1.24669085229292,-0.155814632574387,13.4106177106086
"23","Knapsack","G","IntArray",16.0389911455589,15.9869181855501,0.33619428247398,0.113026595568194,15.4543020512821,17.0216728222997,0.607570356488889,0.114740939570655,0.318506745936567
"24","Knapsack","G","Model",227.501951735449,238.314237667865,22.879238770617,523.459566722904,164.738106811146,246.046509116809,-1.74301345232896,1.62625594429372,5.74896445491728
"25","Knapsack","H","IntArray",24.9998821743609,25.5795328642384,1.32655114072086,1.75973792894781,21.508912248996,26.4266177033493,-1.09697075803625,-0.00915248673210689,0.771881612475224
"26","Knapsack","H","Model",563.557388363374,586.800570301969,48.6916220502624,2370.87405788559,442.064422514071,604.760625811688,-1.50652352164542,0.468807170367037,3.93718068054425
"27","Knapsack","I","IntArray",37.6736164044549,38.0459130465778,1.15761053263663,1.34006214527127,32.9155123134328,39.3735695599022,-2.21698066042184,6.01074180513107,0.687614485053952
"28","Knapsack","I","Model",990.4281618894,1049.20750252266,125.525019079053,15756.5304147965,678.84834677835,1077.25514656577,-1.51948224725852,0.469528310818353,10.4145215295707
